date,change_percent,dayNumber,year,is_quarter_end,high_ratio,low_ratio,daily_middle_ratio,Moving5DayClose_ratio,Moving10DayClose_ratio,Moving20DayClose_ratio,all_time_high_ratio,yearly_max_to_date_ratio,yearly_min_to_date_ratio,yearly_avg_to_date_ratio,monthly_max_to_date_ratio,monthly_min_to_date_ratio,monthly_avg_to_date_ratio,volume_vs_20d_ratio,run,DecreasingMA5-10,DecreasingMA5-20,DecreasingMA10-20,close_vs_cumulativechange_ratio,day_Tuesday,day_Wednesday,day_Thursday,day_Friday,month_February,month_March,month_April,month_May,month_June,month_July,month_August,month_September,month_October,month_November,month_December,target
1985-11-20,-0.3,20,1985,0,0.9951545258357425,1.0,0.9975713790077348,1.0004339034114633,1.009083402146986,1.0325306294888044,0.9926888708367182,0.9926888708367182,1.1447306791569087,1.0643140812054097,0.9926888708367182,1.058191894700381,1.0213548414058258,1.0919729915696552,1.0,0,0,0,-330.2702702702789,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
1985-11-21,1.15,21,1985,0,0.9984249424498203,1.0115384615384615,1.0049389240056097,1.0090447502897912,1.015702676275072,1.0408715330772065,0.9984249424498203,0.9984249424498203,1.1579391100702576,1.0747699876667742,0.9984249424498203,1.070401801177693,1.0312105037033537,1.3233557387724468,1.0,0,0,0,87.66666666666688,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.0
1985-11-22,0.29,22,1985,0,0.9970643825149798,1.0042529061525376,1.0006457341189765,1.009026460797161,1.0147335679790455,1.039500080706528,0.9970643825149798,0.9970643825149798,1.1613114754098361,1.0759682803200223,0.9970643825149798,1.0735192241080707,1.032049939578729,1.1367231391885848,2.0,0,0,0,70.03954802259902,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0
1985-11-25,-0.67,25,1985,0,0.9917045866387468,1.0026055449252942,0.9971252733014818,1.0003086996433705,1.005647502725747,1.0284819377740657,0.990348654843769,0.990348654843769,1.1534894613583138,1.0669799239930857,0.990348654843769,1.0662885348112228,1.0234097034216814,0.9014391909413086,1.0,0,0,0,-147.46706586826457,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
1985-11-26,0.66,26,1985,0,0.9975453704076296,1.0069867576569989,1.0022438294689604,1.0046768741945158,1.0105457109896336,1.0316056677971743,0.9969035267623759,0.9969035267623759,1.1611241217798596,1.0723349033932519,0.9969035267623759,1.0733460339452718,1.02859039641139,1.0051691653649817,1.0,0,0,0,152.08588957055258,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
1985-11-27,1.47,27,1985,0,0.9991658391261171,1.0152567000322894,1.0071470040639827,1.0135630646240137,1.0215486082344436,1.0424152006796377,0.9991658391261171,0.9991658391261171,1.1781733021077283,1.0861828700650678,0.9991658391261171,1.0891063387599584,1.0417040383179759,1.105847718453098,2.0,0,0,0,47.73055028463014,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
1985-11-29,0.23,29,1985,0,0.9970340491161467,1.004302103250478,1.0006548788474132,1.0119042840973855,1.0204023814245646,1.0402577951254937,0.9970340491161467,0.9970340491161467,1.1808899297423887,1.0866533818872763,0.9970340491161467,1.0916175961205403,1.041844012661471,0.6256790230759202,3.0,0,0,0,43.09743589743594,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0
1985-12-02,-0.69,2,1985,1,0.9913287931580614,1.0026430659565095,0.9969538296135545,1.0029242108636436,1.010856706812392,1.0292533730175044,0.9901134970538221,0.9901134970538221,1.1726932084309134,1.0772612921746403,0.9913287931580614,1.0026430659565095,0.9969538296135545,0.9339250224605918,1.0,0,0,0,-143.06857142857143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
1985-12-03,0.04,3,1985,1,0.9984850900972732,1.004089159717768,1.0012792836011835,0.9999281374012888,1.0085529282907029,1.0257481375909703,0.9904694111598845,0.9904694111598845,1.1731147540983606,1.0759737102933242,0.9916851441241685,1.004089159717768,0.9992918058949679,0.9160503860219423,1.0,0,0,0,2782.8888888887836,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
1985-12-04,2.16,4,1985,1,0.9991019483815547,1.0221299033314692,1.0104847467667093,1.0150987408459422,1.0259412212822259,1.043033062533884,0.9991019483815547,0.9991019483815547,1.1985011709601874,1.0973299220101533,0.9991019483815547,1.0258178319435536,1.0174155069582504,1.2499533400523657,2.0,0,0,0,46.4392014519057,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
1985-12-05,0.41,5,1985,1,0.9889906844252832,1.0046926325668701,0.9967798254122212,1.014892356310488,1.0249658903224261,1.0425636385032728,0.9889906844252832,0.9889906844252832,1.2033723653395785,1.0995186691908005,0.9889906844252832,1.0299871712636306,1.015243269943196,1.4714522661924743,3.0,0,0,0,40.845786963433895,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.0
1985-12-06,-1.17,6,1985,1,0.9876692080286292,1.001419838296194,0.9944969939094843,1.0015857487732143,1.0102613684742432,1.0264609513491225,0.9774039571945493,0.9774039571945493,1.1892740046838408,1.0847043794196236,0.9774039571945493,1.0179201411161,1.0015659946432727,1.1390797921282185,1.0,0,0,0,-84.3554817275742,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0
1985-12-09,0.42,9,1985,1,0.99874652356144,1.0051643932823464,1.001945181255526,1.00213026868112,1.0116492219303745,1.027330198600249,0.9814843328970668,0.9814843328970668,1.19423887587822,1.0874452290421872,0.9814843328970668,1.0221696600384862,1.005111560799979,1.067497848197324,1.0,0,0,0,240.53773584905608,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
1985-12-10,0.38,10,1985,1,0.9957206769111067,1.0064488223034878,1.0010560075093866,1.0016593223390182,1.0116520818017247,1.0281408105019392,0.9852567557163755,0.9852567557163755,1.1988290398126462,1.0897990369353505,0.9852567557163755,1.0260984605516357,1.0078358796660891,1.1208694257298684,2.0,0,0,0,125.46568627451029,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
1985-12-11,0.94,11,1985,1,0.9963748553798689,1.0094159015432702,1.0028529839883553,1.009132027716368,1.016973170424487,1.0347624263809148,0.9945338363230427,0.9945338363230427,1.2101170960187355,1.098125162528289,0.9945338363230427,1.035760102629891,1.0154936878023137,1.2567806545194429,3.0,0,0,0,58.05842696629192,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
1985-12-12,0.45,12,1985,1,0.9974250576479631,1.0045285647933115,1.0009642085775996,1.0116393289260321,1.0183757313211457,1.0358804265178683,0.9974250576479631,0.9974250576479631,1.2155971896955502,1.1010918353083696,0.9974250576479631,1.0404506093649775,1.0179310344827586,1.1515975593593073,4.0,0,0,0,46.179715302491296,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1.0
1985-12-13,1.82,13,1985,1,0.9996595293939624,1.018186722151582,1.0088380705136772,1.0218009991802393,1.0319846910880262,1.0504055539324122,0.9996595293939624,0.9996595293939624,1.2377049180327868,1.1189323147073047,0.9996595293939624,1.0593729955099422,1.033615483305692,1.2719537576720445,5.0,0,0,0,25.556092843326876,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0
1985-12-16,0.37,16,1985,1,0.995682697000413,1.0041647735877632,0.9999057475164471,1.017486246556844,1.029800617367839,1.0499063785315879,0.995682697000413,0.995682697000413,1.242248243559719,1.120660269558588,0.995682697000413,1.0632617062219372,1.0338843399880575,1.1028954592846962,6.0,0,0,0,23.45004420866484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
1985-12-17,-0.81,17,1985,1,0.990996760340541,1.0015990862364363,0.9962697165363278,1.0037544928000732,1.016475661306152,1.0374609083846338,0.9876112174794458,0.9876112174794458,1.2321779859484778,1.1093994025976068,0.9876112174794458,1.054642398973701,1.0230016915867863,1.1363369567769352,1.0,0,0,0,-130.2326732673279,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
1985-12-18,-0.3,18,1985,1,0.9936730441371471,1.0032513483532877,0.9984392249419467,0.9977555445657548,1.0109232749782227,1.0308613831810962,0.9846454180275556,0.9846454180275556,1.2284777517564403,1.1040842586187298,0.9846454180275556,1.0514753046824887,1.0182437174299324,1.273461849243911,2.0,0,0,0,-94.00716845878067,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
1985-12-19,0.6,19,1985,1,0.9992047261985914,1.007753418379039,1.003460865596714,1.0004398371086018,1.014265450393828,1.0330833338227607,0.9905394751661224,0.9905394751661224,1.235831381733021,1.1087509127733155,0.9905394751661224,1.057769403463759,1.0228188365466886,1.052655688142736,1.0,0,0,0,168.05732484075898,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1.0
1985-12-20,0.25,20,1985,1,0.9975863629506712,1.004290216029462,1.0009270646107276,1.0027749556462007,1.0127105666156202,1.0322107345702016,0.9930547734354469,0.9930547734354469,1.2389695550351287,1.1095881559963396,0.9930547734354469,1.060455420141116,1.023746279766704,1.0628972670322863,2.0,0,0,0,118.08928571428523,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.0
1985-12-23,-1.16,23,1985,1,0.988394072281869,1.0027614773904037,0.9955259400285578,0.99397796482584,0.9984800342183251,1.0175487757889945,0.9815294515148102,0.9815294515148102,1.224590163934426,1.0949438613051832,0.9815294515148102,1.048147851186658,1.010827882340717,0.9144681164219745,1.0,0,0,0,-85.16286644951158,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
1985-12-24,-0.53,24,1985,1,0.9946834958883152,1.0056068984184678,1.0001153713033113,0.9909614681136448,0.9916151590603184,1.0094301722816204,0.976311146150092,0.976311146150092,1.2180796252927402,1.0876101817079251,0.976311146150092,1.0425753688261707,1.0051382087204044,0.5965633570145846,2.0,0,0,0,-58.309417040359016,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
1985-12-26,0.24,26,1985,1,0.9977800742526889,1.003502964046501,1.0006333365320028,0.9945672493647802,0.9931350288770707,1.0093700391063616,0.9786762773585613,0.9786762773585613,1.2210304449648712,1.0887448995753246,0.9786762773585613,1.0451010262989096,1.007185103065179,0.5096252032827805,1.0,1,0,0,413.7936507936538,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1.0
1985-12-27,0.87,27,1985,1,0.9992020670263698,1.0094817658349329,1.0043156125878399,1.003939863631852,1.0005098236162475,1.015949915295654,0.9872357998273079,0.9872357998273079,1.2317096018735365,1.0967126146765078,0.9872357998273079,1.0542415009621553,1.0153725472663409,0.7179103833934707,2.0,1,0,0,90.36769759450095,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0
1985-12-30,0.35,30,1985,1,0.998599863770529,1.0053335365156768,1.001955386805885,1.007936992956778,1.0041476407914762,1.0171915352889025,0.9906896422269774,0.9906896422269774,1.2360187353629977,1.0989354752695497,0.9906896422269774,1.057929762668377,1.018062714113762,0.8747855917667239,3.0,1,0,0,68.90078328981751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0
1985-12-31,0.27,31,1985,1,0.9972486054575607,1.0029566733634054,1.000094494736643,1.008192348727328,1.0070526800564823,1.0171022637723386,0.9933175657919434,0.9933175657919434,1.2392974238875878,1.1002043301606053,0.9933175657919434,1.0607360487491981,1.0197596685463115,1.0488306515406736,4.0,1,0,0,58.40838852097165,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
1986-01-02,-0.79,2,1986,0,0.991015138359319,1.0014496623812612,0.996205077606163,0.9984026166660327,0.9993490202945778,1.0067748572831154,0.985508878627473,0.991015138359319,1.0014496623812612,0.996205077606163,0.991015138359319,1.0014496623812612,0.996205077606163,0.7083954343489088,1.0,0,0,0,-126.20673076923173,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1986-01-03,-0.54,3,1986,0,0.9946287760466269,1.0042307692307693,0.9994067099194275,0.9927303697169712,0.9944280039457198,1.0003658940746234,0.9802154897323273,0.9856921741100081,1.0042307692307693,0.9951120977961565,0.9856921741100081,1.0042307692307693,0.9951120977961565,0.8443836368714819,2.0,0,0,0,-74.81375358166292,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0
1986-01-06,-0.15,6,1986,0,0.9973603672532517,1.0039277600215641,1.0006332879157152,0.9929539914686166,0.9941315314834376,0.9981469712167965,0.978751360888989,0.9842198648495601,1.0039277600215641,0.9959506436948466,0.9842198648495601,1.0039277600215641,0.9959506436948466,0.9588174198690853,3.0,0,0,0,-67.19329896907225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
1986-01-07,1.87,7,1986,0,0.9993603010348071,1.018875163047648,1.0090233848141181,1.0102016751744023,1.0122925044310191,1.0145256945306604,0.9970342005481097,0.9993603010348071,1.0226808887519734,1.0131662398725818,0.9993603010348071,1.0226808887519734,1.0131662398725818,1.2219959266802445,1.0,0,0,0,54.533880903490704,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1986-01-08,-1.23,8,1986,0,0.9796467117302162,1.0000762485703392,0.9897560699530251,0.9995275182515129,0.999535135382294,1.000667569474909,0.9796467117302162,0.9796467117302162,1.0101274596634449,0.9985154733356175,0.9796467117302162,1.0101274596634449,0.9985154733356175,1.3195409882419473,1.0,0,0,0,-80.46625766871188,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1986-01-09,-1.8,9,1986,0,0.9820067093626107,1.0058178126586232,0.9937696506760797,0.9852292111281946,0.982471128468779,0.9823531094183486,0.9620196437240918,0.9620196437240918,1.0058178126586232,0.9827278709788176,0.9620196437240918,1.0058178126586232,0.9827278709788176,1.1213636683806438,2.0,1,1,1,-33.58539765319445,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0
1986-01-10,0.59,10,1986,0,0.9968838962837577,1.0060175479462692,1.0014298964291235,0.992576646697412,0.9888948252175239,0.9880426742315054,0.9677335026328566,0.9677335026328566,1.0117918082074109,0.9903823316635045,0.9677335026328566,1.0117918082074109,0.9903823316635045,0.9374033451500083,1.0,1,1,1,169.36601307189844,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0
1986-01-13,-0.36,13,1986,0,0.9961418264593541,1.0036150198243023,0.9998644592893793,0.9908889946423912,0.9871082190838119,0.9847100866136028,0.9642230272248572,0.9642230272248572,1.008121510288548,0.9884053116401483,0.9642230272248572,1.008121510288548,0.9884053116401483,0.863078302969514,1.0,1,1,1,-274.6702127659581,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
1986-01-14,0.07,14,1986,0,0.9939981532779316,1.0014341641148883,0.9977023034890231,0.9970669959864156,0.9898509246807581,0.9864664410118956,0.9648579004369423,0.9648579004369423,1.0087852875717465,0.9900093881521945,0.9648579004369423,1.0087852875717465,0.9900093881521945,1.0063864954472992,1.0,1,1,1,1519.7647058822108,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
1986-01-15,1.82,15,1986,0,0.9990885268314914,1.0196116429595752,1.009245760761145,1.0146565356578083,1.0084835752922099,1.00486254617127,0.982447622960003,0.982447622960003,1.0271758228886025,1.008176318759545,0.982447622960003,1.0271758228886025,1.008176318759545,1.1589872775027583,2.0,1,1,1,53.90778688524595,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
1986-01-16,1.16,16,1986,0,0.9995117370892019,1.0115938723533662,1.005516511750926,1.0197184393847663,1.0187659349661968,1.0159210076751435,0.9938379952944693,0.9938379952944693,1.0390847682636366,1.0185436800306191,0.9938379952944693,1.0390847682636366,1.0185436800306191,1.208049765020183,3.0,1,1,1,33.55863808322822,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1986-01-17,-0.22,17,1986,0,0.9937874251497008,1.0012442969722108,0.9975019252080165,1.0125221157952538,1.014820646482867,1.01307644618246,0.9916719572767675,0.9916719572767675,1.0368201163562532,1.0147282205443553,0.9916719572767675,1.0368201163562532,1.0147282205443553,1.1134472445141994,1.0,0,0,1,-457.82758620690913,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0
1986-01-20,-0.88,20,1986,0,0.9910761352511485,1.003507567959129,0.9972531115615586,0.9998100736914075,1.004955863037967,1.0043097445250602,0.9829704597228965,0.9829704597228965,1.0277224630041777,1.0051598556474202,0.9829704597228965,1.0277224630041777,1.0051598556474202,0.8940005098292072,2.0,0,0,1,-90.45017182130506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1986-01-21,-0.39,21,1986,0,0.9929932204673713,1.0037903441938818,0.9983625909142835,0.9930157864436566,1.0023244078112337,1.0008264510132137,0.9791238749673228,0.9791238749673228,1.023700753582445,1.0010213334606024,0.9791238749673228,1.023700753582445,1.0010213334606024,1.109457448247869,3.0,0,0,1,-66.54314720812187,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1986-01-22,-1.13,22,1986,0,0.983571103354075,1.001119950567699,0.9922679425837321,0.9847069012672077,0.992218569028144,0.9899848196981125,0.968106957463495,0.968106957463495,1.0121822654328219,0.9899249622902098,0.968106957463495,1.0121822654328219,0.9899249622902098,1.073980915878149,4.0,0,0,1,-37.62409288824391,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1986-01-23,-0.27,23,1986,0,0.9973382710334452,1.0063054647361047,1.0018018018018018,0.9877741269962561,0.989221639366843,0.9876363997532247,0.9655301191320911,0.9655301191320911,1.0094881105774862,0.9881847065287499,0.9655301191320911,1.0094881105774862,0.9881847065287499,1.083595860683319,5.0,0,1,1,-34.10817941952514,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0
1986-01-24,0.72,24,1986,0,0.9973954343496246,1.0071942446043163,1.0022708902659634,0.9988032771794163,0.9958544308638385,0.9947968001466978,0.9724763789819622,0.9724763789819622,1.01675061497013,0.9957016673751828,0.9724763789819622,1.01675061497013,0.9957016673751828,1.1186867015290924,1.0,1,1,1,140.00000000000324,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0
1986-01-27,0.46,27,1986,0,0.998549452227354,1.0077044570283908,1.0031060664161362,1.0046161881499915,0.9991062698606699,0.9996064090365427,0.9769204914665571,0.9769204914665571,1.0213970559525203,1.0004100546243748,0.9769204914665571,1.0213970559525203,1.0004100546243748,1.0276345341002617,2.0,1,1,0,86.0493421052658,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
1986-01-28,0.91,28,1986,0,0.99958347533038,1.0101017831177779,1.0048151038197288,1.012395109454339,1.0060750192464538,1.0087219021962381,0.9858460619188111,0.9858460619188111,1.0307289836398423,1.0092999061255823,0.9858460619188111,1.0307289836398423,1.0092999061255823,1.0620527805259645,3.0,1,1,0,48.61510128913489,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
1986-01-29,0.81,29,1986,0,0.9920226645791397,1.008106674748087,1.0,1.0152369471170353,1.0130533592700168,1.016602107161139,0.9920226645791397,0.9920226645791397,1.0390847682636366,1.0165933693373634,0.9920226645791397,1.0390847682636366,1.0165933693373634,1.2049896239538438,4.0,1,0,0,35.15455746367269,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1986-01-30,-0.65,30,1986,0,0.9927155301892461,1.0007949426505658,0.9967388640690682,1.0041246667223713,1.0070966832624175,1.0095945468605305,0.9855364198911504,0.9855364198911504,1.032290812541486,1.0093096057461044,0.9855364198911504,1.032290812541486,1.0093096057461044,0.9794495313918068,1.0,0,0,0,-151.94252873563138,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0
1986-01-31,0.56,31,1986,0,0.997785617775109,1.0067787624024844,1.0022620169651273,1.00554496489954,1.0125767478708656,1.0142881669559909,0.9910161783344518,0.9910161783344518,1.038030533755027,1.0143391802317716,0.9910161783344518,1.038030533755027,1.0143391802317716,0.9733465131397326,1.0,0,0,0,180.85034013605107,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0
1986-02-03,0.99,3,1986,0,0.9986237679003162,1.0098927966898628,1.0042266691602768,1.0102271957616211,1.0205454718236244,1.0228062790126233,0.9986237679003162,0.9986237679003162,1.0482995587833353,1.023481072766961,0.9986237679003162,1.0098927966898628,1.0042266691602768,0.954653937947494,2.0,0,0,0,65.48292682926794,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0
