date,open,high,low,close,volume,change_percent,avg_vol_20d,daily_middle,dayNumber,year,is_quarter_end,Moving5DayClose,Moving10DayClose,Moving20DayClose,all_time_high,yearly_max_to_date,yearly_min_to_date,yearly_avg_to_date,monthly_max_to_date,monthly_min_to_date,monthly_avg_to_date,cumulativechange,run,DecreasingMA5-10,DecreasingMA5-20,DecreasingMA10-20,day_Tuesday,day_Wednesday,day_Thursday,day_Friday,month_February,month_March,month_April,month_May,month_June,month_July,month_August,month_September,month_October,month_November,month_December,target
1993-01-14,375.85,382.455,375.85,381.34,573920000,1.46,447969000.0,379.15250000000003,14,1993,0,372.288,366.9215,362.03725,382.455,382.455,355.36,366.30055555555555,382.455,355.36,366.30055555555555,13.435000000000002,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1993-01-15,381.34,382.785,375.62,379.235,590880000,-0.55,451686000.0,379.2025,15,1993,0,375.027,368.8265,363.5515,382.785,382.785,355.36,367.59074999999996,382.785,355.36,367.59074999999996,-2.1049999999999613,1.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0
1993-01-18,379.235,379.24,375.33,378.755,481480000,-0.13,450966000.0,377.28499999999997,18,1993,0,376.617,371.065,364.647,382.785,382.785,355.36,368.4720454545454,382.785,355.36,368.4720454545454,-2.5849999999999795,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1993-01-19,378.755,380.09,375.655,376.02,555780000,-0.72,454349000.0,377.87249999999995,19,1993,0,378.23999999999995,372.6435,365.55325000000005,382.785,382.785,355.36,369.25541666666663,382.785,355.36,369.25541666666663,-5.319999999999993,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1993-01-20,376.02,377.915,374.56,375.73,542640000,-0.08,461190000.0,376.2375,20,1993,0,378.216,373.5195,366.373,382.785,382.785,355.36,369.79249999999996,382.785,355.36,369.79249999999996,-5.609999999999957,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
1993-01-21,375.73,380.01,373.935,379.34,562660000,0.96,464553000.0,376.97249999999997,21,1993,0,377.816,375.052,367.558,382.785,382.785,355.36,370.30535714285713,382.785,355.36,370.30535714285713,3.609999999999957,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1993-01-22,379.34,381.7,377.39,377.82,589440000,-0.4,468736000.0,379.54499999999996,22,1993,0,377.533,376.28,368.62424999999996,382.785,382.785,355.36,370.92133333333334,382.785,355.36,370.92133333333334,-1.5199999999999818,1.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0
1993-01-25,377.82,383.425,377.565,381.055,529180000,0.86,484569000.0,380.495,25,1993,0,377.993,377.30499999999995,369.79900000000004,383.425,383.425,355.36,371.51968750000003,383.425,355.36,371.51968750000003,3.2350000000000136,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1993-01-26,381.055,384.675,378.45,379.375,592680000,-0.44,499796000.0,381.5625,26,1993,0,378.66400000000004,378.452,370.8145,384.675,384.675,355.36,372.1104411764706,384.675,355.36,372.1104411764706,-1.6800000000000068,1.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1993-01-27,379.375,379.375,369.84,372.61,563440000,-1.78,507997000.0,374.60749999999996,27,1993,0,378.04,378.128,371.4545,384.675,384.675,355.36,372.2491666666667,384.675,355.36,372.2491666666667,-8.444999999999993,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1993-01-28,372.61,372.61,368.08,370.665,534420000,-0.52,515370000.0,370.345,28,1993,0,376.305,377.0605,371.991,384.675,384.675,355.36,372.1489473684211,384.675,355.36,372.1489473684211,-10.389999999999986,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0
1993-01-29,370.665,372.72,368.95,370.56,473900000,-0.03,518746000.0,370.83500000000004,29,1993,0,374.853,376.193,372.50975000000005,384.675,384.675,355.36,372.08325,384.675,355.36,372.08325,-10.495000000000005,4.0,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0
1993-02-01,370.56,376.06,370.365,375.475,427880000,1.33,521253000.0,373.2125,1,1993,0,373.73699999999997,375.865,373.465,384.675,384.675,355.36,372.13702380952384,376.06,370.365,373.2125,4.9150000000000205,1.0,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0
1993-02-02,375.475,377.59,374.25,377.44,508160000,0.52,523721000.0,375.91999999999996,2,1993,0,373.35,376.00699999999995,374.32525,384.675,384.675,355.36,372.3089772727273,377.59,370.365,374.56624999999997,6.8799999999999955,2.0,1,1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0
1993-02-03,377.44,379.26,375.715,376.535,583460000,-0.24,525892000.0,377.48749999999995,3,1993,0,374.13500000000005,376.0875,374.8035,384.675,384.675,355.36,372.5341304347826,379.26,370.365,375.53999999999996,-0.9049999999999727,1.0,1,1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0
1993-02-04,376.535,378.435,371.98,374.245,569320000,-0.61,524665000.0,375.2075,4,1993,0,374.851,375.57800000000003,375.315,384.675,384.675,355.36,372.64552083333336,379.26,370.365,375.45687499999997,-3.194999999999993,2.0,1,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0.0
1993-02-05,374.245,374.245,363.985,369.0,586420000,-1.4,530704000.0,369.115,5,1993,0,374.539,374.696,375.488,384.675,384.675,355.36,372.5043,379.26,363.985,374.1885,-8.439999999999998,3.0,1,1,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0.0
1993-02-08,369.0,370.37,364.6,365.725,444140000,-0.89,533337000.0,367.485,8,1993,0,372.58900000000006,373.163,375.23400000000004,384.675,384.675,355.36,372.31125000000003,379.26,363.985,373.07124999999996,-11.714999999999975,4.0,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0
1993-02-09,365.725,368.935,362.425,362.95,553960000,-0.76,537658000.0,365.68,9,1993,0,369.691,371.5205,374.98625000000004,384.675,384.675,355.36,372.06564814814817,379.26,362.425,372.0153571428571,-14.490000000000009,5.0,1,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0
1993-02-10,362.95,368.65,362.95,367.3,518820000,1.2,539129000.0,365.79999999999995,10,1993,0,367.844,370.9895,374.55875000000003,384.675,384.675,355.36,371.841875,379.26,362.425,371.2384375,4.350000000000023,1.0,1,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0
1993-02-11,367.3,369.74,365.765,366.325,471540000,-0.27,534010000.0,367.7525,11,1993,0,366.26000000000005,370.55550000000005,373.808,384.675,384.675,355.36,371.70086206896553,379.26,362.425,370.8511111111111,-0.9750000000000227,1.0,1,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0.0
1993-02-12,366.325,366.6,361.025,361.19,429200000,-1.4,525926000.0,363.8125,12,1993,0,364.698,369.61850000000004,372.90575,384.675,384.675,355.36,371.4379166666667,379.26,361.025,370.14725,-6.110000000000014,2.0,1,1,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0.0
1993-02-16,361.19,361.19,343.9,346.89,607440000,-3.96,532224000.0,352.54499999999996,16,1993,0,360.931,366.76,371.3125,384.675,384.675,343.9,370.8284677419355,379.26,343.9,368.54704545454547,-20.410000000000025,3.0,1,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0
1993-02-17,346.89,348.45,341.49,345.91,551040000,-0.28,531987000.0,344.97,17,1993,0,357.52299999999997,363.60699999999997,369.80699999999996,384.675,384.675,341.49,370.020390625,379.26,341.49,366.58229166666666,-21.389999999999986,4.0,1,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0
1993-02-18,345.91,353.41,342.815,348.28,597240000,0.69,534717000.0,348.1125,18,1993,0,353.71899999999994,360.7815,368.4345,384.675,384.675,341.49,369.3565151515151,379.26,341.49,365.1615384615385,2.3699999999999477,1.0,1,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0.0
1993-02-19,348.28,351.175,345.505,347.915,486600000,-0.1,530914000.0,348.34000000000003,19,1993,0,350.03700000000003,358.1485,366.86325,384.675,384.675,341.49,368.7383823529412,379.26,341.49,363.96000000000004,-0.36499999999995225,1.0,1,1,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0.0
1993-02-22,347.915,348.265,340.085,340.35,554880000,-2.17,529186000.0,344.17499999999995,22,1993,0,345.869,355.2835,364.98975,384.675,384.675,340.085,368.0365714285714,379.26,340.085,362.641,-7.92999999999995,2.0,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0
1993-02-23,340.35,342.68,337.145,341.24,541840000,0.26,529819000.0,339.9125,23,1993,0,344.739,352.83500000000004,362.99899999999997,384.675,384.675,337.145,367.2553472222222,379.26,337.145,361.22046875,0.8899999999999864,1.0,1,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0
1993-02-24,341.24,350.755,338.64,350.125,561840000,2.6,528277000.0,344.6975,24,1993,0,345.582,351.5525,361.5365,384.675,384.675,337.145,366.64567567567565,379.26,337.145,360.2485294117647,9.774999999999977,2.0,1,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0
1993-02-25,350.125,351.88,345.695,351.665,518780000,0.44,526044000.0,348.7875,25,1993,0,346.259,349.98900000000003,360.48924999999997,384.675,384.675,337.145,366.17572368421054,379.26,337.145,359.6118055555556,11.314999999999998,3.0,1,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0.0
1993-02-26,351.665,353.165,349.245,351.14,434660000,-0.15,521056000.0,351.20500000000004,26,1993,0,346.904,348.4705,359.51300000000003,384.675,384.675,337.145,365.79185897435895,379.26,337.145,359.1693421052632,-0.5250000000000341,1.0,1,1,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0.0
1993-03-01,351.14,352.97,348.28,349.095,372080000,-0.58,515965000.0,350.625,1,1993,1,348.653,347.26099999999997,358.43975,384.675,384.675,337.145,365.4126875,352.97,348.28,350.625,-2.569999999999993,2.0,0,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
1993-03-02,349.095,356.79,348.08,356.21,414160000,2.04,515279000.0,352.435,2,1993,1,351.64700000000005,348.193,357.47650000000004,384.675,384.675,337.145,365.09615853658534,356.79,348.08,351.53,7.114999999999952,1.0,0,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
1993-03-03,356.21,360.425,355.79,359.96,474760000,1.05,513609000.0,358.1075,3,1993,1,353.61400000000003,349.598,356.6025,384.675,384.675,337.145,364.9297619047619,360.425,348.08,353.7225,10.864999999999952,2.0,0,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0
1993-03-04,359.96,359.96,352.845,355.53,464100000,-1.23,507641000.0,356.40250000000003,4,1993,1,354.387,350.323,355.55225,384.675,384.675,337.145,364.7314534883721,360.425,348.08,354.39250000000004,-4.430000000000007,1.0,0,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1.0
1993-03-05,355.53,358.09,352.705,355.565,428480000,0.01,500599000.0,355.3975,5,1993,1,355.272,351.088,354.61825,384.675,384.675,337.145,364.51931818181816,360.425,348.08,354.59350000000006,0.03500000000002501,1.0,0,0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1.0
1993-03-08,355.565,360.335,355.115,359.44,439880000,1.09,493272000.0,357.725,8,1993,1,357.341,352.997,354.14025000000004,384.675,384.675,337.145,364.3683333333333,360.425,348.08,355.1154166666667,3.910000000000025,2.0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0
1993-03-09,359.44,361.41,358.58,359.4,464540000,-0.01,494292000.0,359.995,9,1993,1,357.979,354.813,353.82399999999996,384.675,384.675,337.145,364.27326086956515,361.41,348.08,355.8125,-0.040000000000020464,1.0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
1993-03-10,359.4,361.675,358.255,361.26,490400000,0.52,491114000.0,359.96500000000003,10,1993,1,358.2389999999999,355.9265,353.7395,384.675,384.675,337.145,364.18159574468075,361.675,348.08,356.3315625,1.8600000000000136,1.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
1993-03-11,361.26,364.66,360.995,361.735,494140000,0.13,489880000.0,362.8275,11,1993,1,359.48,356.9335,353.46124999999995,384.675,384.675,337.145,364.1533854166667,364.66,348.08,357.05333333333334,2.3350000000000364,2.0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1.0
1993-03-12,361.735,363.09,356.445,362.65,576600000,0.25,495133000.0,359.7675,12,1993,1,360.89700000000005,358.0845,353.27750000000003,384.675,384.675,337.145,364.0638775510205,364.66,348.08,357.32475,3.25,3.0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1.0
1993-03-15,362.65,365.055,362.255,364.315,375160000,0.46,492431000.0,363.655,15,1993,1,361.87199999999996,359.6065,353.43375000000003,384.675,384.675,337.145,364.05570000000006,365.055,348.08,357.9002272727273,4.9150000000000205,4.0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0
1993-03-16,364.315,366.535,363.105,363.61,458540000,-0.19,484986000.0,364.82000000000005,16,1993,1,362.71400000000006,360.3465,354.26975000000004,384.675,384.675,337.145,364.07068627450985,366.535,348.08,358.476875,-0.7049999999999841,1.0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0
1993-03-17,363.61,363.61,354.87,355.655,490180000,-2.19,481943000.0,359.24,17,1993,1,361.59299999999996,359.916,354.757,384.675,384.675,337.145,363.9777884615386,366.535,348.08,358.5355769230769,-8.660000000000025,2.0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0
1993-03-18,355.655,358.625,355.325,355.5,463420000,-0.04,475252000.0,356.975,18,1993,1,360.346,359.91299999999995,355.11800000000005,384.675,384.675,337.145,363.84566037735857,366.535,348.08,358.42410714285717,-8.814999999999998,3.0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0.0
1993-03-19,355.5,357.915,351.46,351.555,471280000,-1.11,474486000.0,354.6875,19,1993,1,358.12699999999995,359.512,355.3,384.675,384.675,337.145,363.6760648148149,366.535,348.08,358.175,-12.759999999999991,4.0,1,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.0
1993-03-22,351.55,351.55,346.2,349.415,426060000,-0.61,468045000.0,348.875,22,1993,1,355.14700000000005,358.5095,355.75325000000004,384.675,384.675,337.145,363.4069545454546,366.535,346.2,357.59375,-14.894999999999982,5.0,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0
1993-03-23,349.415,353.0,347.805,348.135,452300000,-0.37,463568000.0,350.40250000000003,23,1993,1,352.052,357.383,356.098,384.675,384.675,337.145,363.1747321428571,366.535,346.2,357.17073529411766,-16.17500000000001,6.0,1,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
1993-03-24,348.135,350.035,345.43,348.505,486660000,0.11,459809000.0,347.7325,24,1993,1,350.62199999999996,356.10749999999996,356.017,384.675,384.675,337.145,362.90381578947364,366.535,345.43,356.6463888888889,0.37000000000000455,1.0,1,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
1993-03-25,348.505,355.025,348.505,354.375,438600000,1.68,455800000.0,351.765,25,1993,1,350.397,355.3715,356.1525,384.675,384.675,337.145,362.7117672413793,366.535,345.43,356.38947368421054,6.240000000000009,2.0,1,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0.0
1993-03-26,354.375,356.405,351.385,352.645,409020000,-0.49,454518000.0,353.895,26,1993,1,350.61499999999995,354.371,356.22775,384.675,384.675,337.145,362.56233050847453,366.535,345.43,356.26475,-1.7300000000000182,1.0,1,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.0
1993-03-29,352.645,355.08,351.015,351.405,388960000,-0.35,455362000.0,353.0475,29,1993,1,351.013,353.08000000000004,356.34325,384.675,384.675,337.145,362.40375,366.535,345.43,356.1115476190476,-2.9700000000000273,2.0,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
1993-03-30,351.405,357.72,351.405,357.72,243140000,1.8,446811000.0,354.5625,30,1993,1,352.92999999999995,352.491,356.41875,384.675,384.675,337.145,362.2752049180328,366.535,345.43,356.0411363636363,6.315000000000055,1.0,0,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0
1993-03-31,357.72,363.18,357.72,359.42,515840000,0.48,448865000.0,360.45000000000005,31,1993,1,355.113,352.8675,356.39175,384.675,384.675,337.145,362.24576612903223,366.535,345.43,356.2328260869565,8.015000000000043,2.0,0,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0
1993-04-01,359.42,360.745,353.475,354.335,493380000,-1.41,450329000.0,357.11,1,1993,0,355.105,352.75100000000003,356.332,384.675,384.675,337.145,362.164246031746,360.745,353.475,357.11,-5.085000000000036,1.0,0,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.0
1993-04-02,354.335,354.335,341.145,341.18,558520000,-3.71,456831000.0,347.74,2,1993,0,352.812,351.71349999999995,355.61275,384.675,384.675,337.145,361.9388671875,360.745,341.145,352.425,-18.24000000000001,2.0,0,1,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1.0
1993-04-05,341.18,345.18,339.175,344.705,381680000,1.03,453921000.0,342.1775,5,1993,0,351.47200000000004,351.24249999999995,354.876,384.675,384.675,337.145,361.6348461538462,360.745,339.175,349.0091666666667,3.5249999999999773,1.0,0,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0
1993-04-06,344.705,347.73,340.06,340.555,435060000,-1.2,452447000.0,343.895,6,1993,0,348.03900000000004,350.4845,353.93375000000003,384.675,384.675,337.145,361.36606060606067,360.745,339.175,347.73062500000003,-4.149999999999977,1.0,1,1,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
1993-04-07,340.555,345.43,339.52,345.185,425080000,1.36,449181000.0,342.475,7,1993,0,345.192,350.15250000000003,353.13,384.675,384.675,337.145,361.08410447761196,360.745,339.175,346.6795,4.6299999999999955,1.0,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0
1993-04-08,345.185,345.24,340.445,341.56,441760000,-1.05,446562000.0,342.8425,8,1993,0,342.637,348.871,352.12125000000003,384.675,384.675,337.145,360.81584558823533,360.745,339.175,346.03999999999996,-3.625,1.0,1,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1.0
1993-04-12,341.56,349.725,341.56,349.005,428300000,2.18,439147000.0,345.64250000000004,12,1993,0,344.20200000000006,348.507,351.43899999999996,384.675,384.675,337.145,360.5959420289855,360.745,339.175,345.98321428571427,7.444999999999993,1.0,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0
1993-04-13,349.005,351.825,345.715,345.87,513900000,-0.9,446084000.0,348.77,13,1993,0,344.435,347.95349999999996,350.51675,384.675,384.675,337.145,360.427,360.745,339.175,346.3315625,-3.134999999999991,1.0,1,1,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
1993-04-14,345.87,347.07,343.78,346.49,486220000,0.18,447468000.0,345.42499999999995,14,1993,0,345.62199999999996,346.83050000000003,349.66074999999995,384.675,384.675,337.145,360.21570422535217,360.745,339.175,346.23083333333335,0.6200000000000045,1.0,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0
1993-04-15,346.49,346.49,343.075,343.895,493900000,-0.75,447654000.0,344.7825,15,1993,0,345.364,345.27799999999996,349.07275,384.675,384.675,337.145,360.0013541666667,360.745,339.175,346.08600000000007,-2.5950000000000273,1.0,0,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.0
1993-04-16,343.895,345.235,340.385,340.65,453560000,-0.94,447161000.0,342.81,16,1993,0,345.18199999999996,343.9095,348.33025,384.675,384.675,337.145,359.76585616438365,360.745,339.175,345.78818181818184,-5.840000000000032,2.0,0,1,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.0
1993-04-19,340.65,341.385,332.685,337.455,445700000,-0.94,445882000.0,337.03499999999997,19,1993,0,342.87199999999996,343.537,347.62524999999994,384.675,384.675,332.685,359.4586824324325,360.745,332.685,345.0587500000001,-9.035000000000025,3.0,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
1993-04-20,337.455,339.575,334.615,339.06,502640000,0.48,449711000.0,337.095,20,1993,0,341.51,342.9725,347.10749999999996,384.675,384.675,332.685,359.16050000000007,360.745,332.685,344.44615384615395,1.6050000000000182,1.0,1,1,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
1993-04-21,339.06,341.415,336.85,340.195,496880000,0.33,451940000.0,339.13250000000005,21,1993,0,340.251,342.93649999999997,346.7105,384.675,384.675,332.685,358.8969736842106,360.745,332.685,344.0666071428572,2.740000000000009,2.0,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0
1993-04-22,340.195,343.77,337.84,338.48,527560000,-0.5,453985000.0,340.80499999999995,22,1993,0,339.168,342.26599999999996,346.20925,384.675,384.675,332.685,358.66201298701304,360.745,332.685,343.84916666666675,-1.714999999999975,1.0,1,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.0
1993-04-23,338.48,338.935,332.81,333.66,486780000,-1.42,456394000.0,335.8725,23,1993,0,337.77000000000004,341.476,345.1735,384.675,384.675,332.685,358.3698397435898,360.745,332.685,343.35062500000004,-6.534999999999968,2.0,1,1,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.0
1993-04-26,333.66,334.45,326.56,327.28,424640000,-1.91,457175000.0,330.505,26,1993,0,335.735,339.3035,343.90524999999997,384.675,384.675,326.56,358.01712025316465,360.745,326.56,342.595,-12.91500000000002,3.0,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
1993-04-27,327.28,334.825,327.28,334.6,473580000,2.24,461406000.0,331.0525,27,1993,0,334.843,338.1765,343.065,384.675,384.675,326.56,357.6800625,360.745,326.56,341.95375,7.32000000000005,1.0,1,1,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0
1993-04-28,334.6,339.93,334.6,339.66,441020000,1.51,471300000.0,337.265,28,1993,0,334.736,337.4935,342.162,384.675,384.675,326.56,357.4280246913581,360.745,326.56,341.7069736842106,12.380000000000052,2.0,1,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0
1993-04-29,339.66,339.66,334.94,338.98,409920000,-0.2,466004000.0,337.3,29,1993,0,334.836,337.002,341.14,384.675,384.675,326.56,357.18256097560976,360.745,326.56,341.48662500000006,-0.6800000000000068,1.0,1,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1.0
1993-04-30,338.98,344.385,338.98,339.945,453920000,0.28,464031000.0,341.6825,30,1993,0,336.093,336.9315,340.4205,384.675,384.675,326.56,356.99581325301205,360.745,326.56,341.4959523809524,0.964999999999975,1.0,1,1,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1.0
1993-05-03,339.945,345.275,339.945,344.97,404660000,1.48,456338000.0,342.61,3,1993,0,339.63100000000003,337.68300000000005,340.61,384.675,384.675,326.56,356.82455357142857,345.275,339.945,342.61,5.990000000000009,2.0,0,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
1993-05-04,344.97,353.725,344.97,353.28,537540000,2.41,464131000.0,349.3475,4,1993,0,343.367,339.105,341.03875000000005,384.675,384.675,326.56,356.7365882352941,353.725,339.945,345.97875,14.299999999999955,3.0,0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
1993-05-05,353.28,357.135,350.865,355.345,578380000,0.58,471297000.0,354.0,5,1993,0,346.504,340.62,341.77825,384.675,384.675,326.56,356.7047674418605,357.135,339.945,348.6525,16.36500000000001,4.0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0
1993-05-06,355.345,356.76,351.01,351.715,520440000,-1.02,476065000.0,353.885,6,1993,0,349.05100000000004,341.9435,342.10474999999997,384.675,384.675,326.56,356.67235632183906,357.135,339.945,349.960625,-3.6300000000000523,1.0,0,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1.0
1993-05-07,351.715,354.255,350.945,353.23,452220000,0.43,476588000.0,352.6,7,1993,0,351.70799999999997,343.90049999999997,342.68825000000004,384.675,384.675,326.56,356.62607954545456,357.135,339.945,350.48850000000004,1.5150000000000432,1.0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1.0
1993-05-10,353.23,356.525,353.23,354.845,412900000,0.46,475818000.0,354.8775,10,1993,0,353.68300000000005,346.65700000000004,342.98025,384.675,384.675,326.56,356.60643258426967,357.135,339.945,351.22,3.1300000000000523,2.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0
1993-05-11,354.845,354.845,351.52,353.005,446540000,-0.52,472450000.0,353.1825,11,1993,0,353.62800000000004,348.49750000000006,343.337,384.675,384.675,326.56,356.5683888888889,357.135,339.945,351.5003571428571,-1.8400000000000318,1.0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0
1993-05-12,353.005,353.11,350.34,350.96,492740000,-0.58,472776000.0,351.725,12,1993,0,352.75100000000003,349.62749999999994,343.5605,384.675,384.675,326.56,356.5151648351648,357.135,339.945,351.5284375,-3.8850000000000477,2.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0
1993-05-13,350.96,350.965,345.69,347.71,525060000,-0.93,474334000.0,348.3275,13,1993,0,351.95,350.5005,343.75124999999997,384.675,384.675,326.56,356.4261684782608,357.135,339.945,351.17277777777775,-7.135000000000048,3.0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1.0
1993-05-14,347.71,350.045,346.825,349.8,458340000,0.6,474573000.0,348.435,14,1993,0,351.264,351.486,344.20875,384.675,384.675,326.56,356.3402419354838,357.135,339.945,350.899,2.090000000000032,1.0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1.0
1993-05-17,349.8,353.105,349.525,352.67,419800000,0.82,473278000.0,351.315,17,1993,0,350.829,352.256,344.96950000000004,384.675,384.675,326.56,356.2867819148936,357.135,339.945,350.9368181818182,4.960000000000036,2.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
1993-05-18,352.67,356.12,352.67,356.0,555420000,0.94,475917000.0,354.395,18,1993,0,351.428,352.528,345.8165,384.675,384.675,326.56,356.26686842105255,357.135,339.945,351.22499999999997,8.29000000000002,3.0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
1993-05-19,356.0,365.21,354.84,364.675,636620000,2.44,482904000.0,360.025,19,1993,0,354.171,353.46099999999996,347.0405,384.675,384.675,326.56,356.30601562500004,365.21,339.945,351.901923076923,16.965000000000032,4.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
